name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"30.183, -97.68",2023-08-14,106.1,74.9,90.2,107.8,74.9,93.3,68.8,56.1,0,0,0,,0,0,23,15,189,1014.3,33.8,9.9,264.9,22.7,8,60,2023-08-14T06:57:12,2023-08-14T20:13:17,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-15,101,78.2,90,101.9,78.2,91.3,62.9,43.5,0,0,0,rain,0,0,18.3,15,30.6,1016.1,22.9,9.9,261.4,22.7,8,30,2023-08-15T06:57:47,2023-08-15T20:12:18,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-16,102.8,71,88.2,102.4,71,87.5,57.2,37.9,0,0,0,,0,0,16.1,12.8,50.2,1013.8,16.3,9.9,263.9,22.8,9,10,2023-08-16T06:58:22,2023-08-16T20:11:18,0,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-08-17,109.1,74,91.5,109.3,74,93.3,64.3,46,0,0,0,,0,0,16.1,13.9,178.9,1010.7,10,9.9,262.7,22.6,8,30,2023-08-17T06:58:58,2023-08-17T20:10:17,0.04,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-08-18,106.1,75.8,91,107.7,75.8,92.8,65.1,47,0,0,0,,0,0,16.1,11.4,174.5,1011.7,16.3,9.9,265,22.8,9,15,2023-08-18T06:59:33,2023-08-18T20:09:16,0.08,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-08-19,104.1,71.9,89.3,104.5,71.9,91.6,67.1,54.9,0,0,0,,0,0,16.1,12.8,175.7,1012.8,31.7,9.8,258.3,22.2,8,60,2023-08-19T07:00:07,2023-08-19T20:08:13,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-20,106.1,75.8,91.3,111,75.8,94.5,68,51.4,0,0,0,,0,0,17.2,10.3,150.7,1013.9,35,9.9,229.1,19.7,8,60,2023-08-20T07:00:42,2023-08-20T20:07:10,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-21,105.2,80,92.9,108.4,80,95.8,65.3,42.2,0,0,0,,0,0,29.8,16.1,153.5,1013.4,44.6,9.9,214.3,18.5,8,30,2023-08-21T07:01:17,2023-08-21T20:06:06,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-22,98,78.2,86.4,103.5,78.2,92.4,72.4,64.7,0.142,100,4.17,rain,0,0,44.7,24.2,85.4,1013.8,70.8,9.7,172.3,14.8,8,30,2023-08-22T07:01:51,2023-08-22T20:05:01,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-08-23,101,78.2,88.2,105.2,78.2,92.2,71.4,62.9,0,0,0,,0,0,18.3,12.8,128.7,1014.3,48.3,9.9,225.7,19.5,9,60,2023-08-23T07:02:26,2023-08-23T20:03:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-24,106.1,75.8,91,111,75.8,94.4,68.3,52.4,0,0,0,,0,0,13.9,10.3,182.4,1013.4,49.2,9.9,228.5,19.7,8,30,2023-08-24T07:03:00,2023-08-24T20:02:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-25,106.1,77.1,92.3,111.7,77.1,95.8,67.3,47.8,0,0,0,,0,0,17.2,12.8,138.8,1012,32.9,9.9,249.3,21.6,8,30,2023-08-25T07:03:34,2023-08-25T20:01:43,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-26,105.2,74,90.1,105.4,74,92.4,66.3,52.2,0,0,0,,0,0,18.3,12.8,161.7,1011.8,28.8,9.9,251.3,21.9,8,30,2023-08-26T07:04:08,2023-08-26T20:00:35,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-08-27,109.1,78.2,90.9,111.2,78.2,93.3,66,48.8,0,0,0,,0,0,39.1,26.4,330.4,1009.5,48.3,9.8,244,21.2,8,10,2023-08-27T07:04:42,2023-08-27T19:59:27,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-08-28,100.1,74.9,87.4,107.2,74.9,89.5,65.9,53.3,0,0,0,,0,0,31.1,19.7,6,1009.6,45.8,9.9,253.8,21.9,9,30,2023-08-28T07:05:15,2023-08-28T19:58:18,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-29,100.1,74,87.6,100.9,74,88.9,65.2,51.1,0,0,0,rain,0,0,34.4,18.3,28.9,1010.7,44.2,9.9,226.8,19.6,9,10,2023-08-29T07:05:49,2023-08-29T19:57:08,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-30,101,68.1,86,100,68.1,85.3,58.8,44.4,0,0,0,,0,0,18.3,15,10.4,1010.3,25,9.9,212.6,18.4,8,10,2023-08-30T07:06:22,2023-08-30T19:55:58,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-08-31,101.9,69.2,86,100.7,69.2,85.3,57.8,43.1,0,0,0,,0,0,13.9,11.4,77.6,1009.9,16.7,9.8,243.5,21.1,9,10,2023-08-31T07:06:55,2023-08-31T19:54:48,0.52,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-09-01,100.1,69.2,86.6,100.3,69.2,86.7,61.9,48.4,0,0,0,,0,0,13.9,12.8,122.5,1013.1,18.8,9.9,207.7,18.2,9,10,2023-09-01T07:07:29,2023-09-01T19:53:37,0.55,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-09-02,101.9,70.1,86.7,102.9,70.1,87.3,62.3,48.6,0,0,0,,0,0,13.9,9.2,124.8,1014.2,25.4,9.9,223.5,19.4,8,30,2023-09-02T07:08:02,2023-09-02T19:52:25,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-03,101,75.8,87.9,100.8,75.8,89.3,65,51.4,0,0,0,,0,0,17.2,15,164.4,1012.5,35.8,9.9,250,21.5,8,30,2023-09-03T07:08:35,2023-09-03T19:51:14,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-04,101.9,75.8,88.7,106.7,75.8,93.3,71.3,61,0,0,0,,0,0,26.4,17.2,177,1009.3,40.8,9.7,237,20.4,9,60,2023-09-04T07:09:08,2023-09-04T19:50:01,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-05,104.1,80,90.5,108.6,80,96.7,72,59.5,0,0,0,rain,0,0,34.4,18.3,175.7,1009.9,38.3,9.9,247.5,21.4,8,75,2023-09-05T07:09:41,2023-09-05T19:48:48,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-06,102.8,78.2,89.2,108.5,78.2,93.7,71.1,59.5,0,0,0,rain,0,0,21.9,12.8,174.6,1012.6,37.5,9.9,252.7,21.9,8,60,2023-09-06T07:10:13,2023-09-06T19:47:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-07,105.2,78.2,91.5,109.9,78.2,95.9,69.7,53.9,0,0,0,,0,0,17.2,11.4,190.6,1011.6,16.3,9.9,244.8,21.1,8,60,2023-09-07T07:10:46,2023-09-07T19:46:22,0.75,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-09-08,106.1,79.1,92.6,108.3,79.1,94.7,64.9,44.2,0,0,0,,0,0,19.5,11.4,190.3,1011.1,6.3,9.9,245.1,21.1,8,30,2023-09-08T07:11:19,2023-09-08T19:45:08,0.79,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-09-09,102.8,78.2,89.6,107.1,78.2,93,68.3,52.7,0,0,0,,0,0,18.3,13.9,186.3,1013.1,37.5,9.9,222.5,19.4,9,60,2023-09-09T07:11:51,2023-09-09T19:43:54,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-10,98.9,78.2,88.1,100.9,78.2,89.4,63.8,47.9,0,0,0,,0,0,13.9,13.9,82,1014.6,38.3,9.9,235.5,20.4,8,30,2023-09-10T07:12:24,2023-09-10T19:42:39,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-11,97.1,70.1,83.9,97.8,70.1,84.7,61.1,48.4,0,0,0,,0,0,15,11.4,132.7,1014,59.2,9.8,206.8,18.1,8,30,2023-09-11T07:12:57,2023-09-11T19:41:25,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-12,93.8,78.2,86,96.3,78.2,87.9,66.3,53.2,0,0,0,,0,0,16.1,13.9,326.9,1013.4,85.8,9.9,175.2,15.2,7,10,2023-09-12T07:13:29,2023-09-12T19:40:10,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-13,91.1,73.1,80.4,96.2,73.1,82.1,68.9,69.4,0.09,100,12.5,rain,0,0,13.9,15,17.3,1013.7,83.8,9.5,135.4,11.8,8,10,2023-09-13T07:14:02,2023-09-13T19:38:55,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-09-14,93.8,73.1,78.9,100.2,73.1,80.7,72.6,83.2,0.693,100,20.83,rain,0,0,18.3,10.3,91.6,1012.1,89.6,7.9,139.7,11.9,9,30,2023-09-14T07:14:34,2023-09-14T19:37:40,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-09-15,89.9,73.1,80.2,95.9,73.1,82.5,72.7,80.3,0.012,100,4.17,rain,0,0,13.9,12.8,48.4,1013.6,79.6,6.9,152.5,13.1,9,60,2023-09-15T07:15:07,2023-09-15T19:36:25,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-09-16,84.8,69.9,77.4,91.6,69.9,78.6,71.2,82,0.012,100,4.17,rain,0,0,13.9,17.2,17.6,1015.2,67.9,9.5,188.1,16.1,10,30,2023-09-16T07:15:40,2023-09-16T19:35:09,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-09-17,92.9,68.1,80.6,94.8,68.1,81.7,67,67.8,0.209,100,4.17,rain,0,0,16.1,9.2,18.8,1016.1,44.2,9.8,266.7,23,9,10,2023-09-17T07:16:12,2023-09-17T19:33:54,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-09-18,96.2,66.8,81.6,95,66.8,81.4,61.9,57.9,0,0,0,,0,0,11.4,11.4,114.3,1014.6,33.8,9.9,239.6,20.7,8,10,2023-09-18T07:16:45,2023-09-18T19:32:38,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-19,97.1,70.1,83.2,98.3,70.1,84.1,64.8,57.9,0,0,0,,0,0,17.2,15,177.5,1011.8,21.3,9.8,240.9,20.9,8,10,2023-09-19T07:17:18,2023-09-19T19:31:23,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-20,98,70.1,84,102.5,70.1,86.5,68,62.3,0,0,0,,0,0,20.8,16.1,170.7,1010.4,20.8,9.9,232.3,20.3,8,30,2023-09-20T07:17:51,2023-09-20T19:30:07,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-21,97.1,73.1,85.3,105.1,73.1,89.1,71.7,67.6,0,0,0,rain,0,0,20.8,13.9,152.7,1012.6,52.1,9.8,211.9,18.4,8,60,2023-09-21T07:18:24,2023-09-21T19:28:51,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-22,98,73.1,86.1,104.5,73.1,90.4,71.6,65.5,0,0,0,,0,0,19.5,13.9,179.4,1012.1,45.4,9.9,210.5,18.4,9,60,2023-09-22T07:18:57,2023-09-22T19:27:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-23,100.1,78.2,88.3,108.1,78.2,93.9,73.3,65,0,0,0,,0,0,21.9,17.2,172,1010.2,41.7,9.8,222.9,19.1,8,75,2023-09-23T07:19:30,2023-09-23T19:26:21,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-24,102.8,76.9,88.8,111.5,76.9,94.3,73.1,63.8,0.051,100,4.17,rain,0,0,35.6,23,179.5,1009,47.1,9.6,226.8,19.4,8,75,2023-09-24T07:20:03,2023-09-24T19:25:05,0.34,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-09-25,98,79.1,85.9,105.3,79.1,91.6,73.7,69.8,0.091,100,4.17,rain,0,0,20.8,15,67.1,1012.8,67.5,9.9,192.4,16.6,8,60,2023-09-25T07:20:37,2023-09-25T19:23:50,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-09-26,97.1,71,83.9,100.8,71,85.8,68.3,63.9,0,0,0,,0,0,12.8,11.4,21,1014.9,22.9,9.9,236,20.5,9,60,2023-09-26T07:21:11,2023-09-26T19:22:35,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-27,92.9,71,81.8,95.9,71,83.3,67.3,64.6,0,0,0,,0,0,13.9,6.9,145.1,1013.3,54.2,9.8,150.4,13,7,60,2023-09-27T07:21:45,2023-09-27T19:21:20,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-28,95.1,68.1,81.6,97.2,68.1,83.1,67,65.8,0,0,0,,0,0,13.9,11.4,126.7,1012.6,20,9.9,206.4,18,8,30,2023-09-28T07:22:19,2023-09-28T19:20:06,0.48,Clear,Partly cloudy throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-09-29,96.2,69.2,82.9,97.7,69.2,84.7,67,62.3,0,0,0,,0,0,16.1,12.8,140.2,1013,27.1,9.8,211,18.5,9,30,2023-09-29T07:22:53,2023-09-29T19:18:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-09-30,96.2,69.2,82.4,97.2,69.2,83.7,66.5,63.6,0,0,0,,0,0,17.2,13.9,101.6,1014.8,37.9,9.9,195.7,16.7,8,30,2023-09-30T07:23:27,2023-09-30T19:17:37,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-01,93.8,65.9,80.2,93.7,65.9,80.7,63.8,61.7,0,0,0,rain,0,0,18.3,13.9,92,1015.9,70.8,9.9,173.7,15.1,6,10,2023-10-01T07:24:02,2023-10-01T19:16:24,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-02,93.8,66.8,81,94.1,66.8,81.5,62.6,57.2,0,0,0,,0,0,18.3,15,109,1015,50.8,9.9,186.2,16.2,7,10,2023-10-02T07:24:37,2023-10-02T19:15:10,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-03,95.1,65,79.6,98.3,65,81.3,67,68.5,0,0,0,,0,0,18.3,12.8,88.6,1012.4,43.3,9.9,201.3,17.4,9,30,2023-10-03T07:25:12,2023-10-03T19:13:57,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-04,100.1,75.8,85.8,106.2,75.8,90.4,73.5,70.5,0,0,0,rain,0,0,21.9,18.3,155.2,1010,86.7,9.9,179,15.5,9,75,2023-10-04T07:25:47,2023-10-04T19:12:44,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-05,82.1,69.2,75.6,89.5,69.2,76.4,69.7,82.6,1.74,100,20.83,rain,0,0,34.4,25.3,31.2,1014,90.4,9.4,61.1,5.1,3,60,2023-10-05T07:26:23,2023-10-05T19:11:32,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"C2969,72254013904"
"30.183, -97.68",2023-10-06,88.1,66.8,77.1,86.5,66.8,76.9,62.1,64.2,0,0,0,,0,0,31.1,18.3,7.8,1018.1,85,9.9,207,17.8,7,10,2023-10-06T07:26:59,2023-10-06T19:10:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-07,77.1,64.1,69.6,77.1,64.1,69.6,45.3,43.9,0,0,0,,0,0,32.2,21.9,17.5,1022.8,78.8,9.9,177.9,15.3,8,10,2023-10-07T07:27:35,2023-10-07T19:09:09,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-08,80.9,50.1,64.6,80,50.1,64.6,45,54,0,0,0,,0,0,10.3,9.2,152.4,1020.1,48.3,9.9,224.7,19.3,8,10,2023-10-08T07:28:12,2023-10-08T19:07:58,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-09,83.9,52.1,68.6,82.6,52.1,68.4,52.5,60.2,0,0,0,,0,0,19.5,17.2,192.9,1013.4,49.6,9.9,209.3,18.1,9,10,2023-10-09T07:28:49,2023-10-09T19:06:48,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-10,80,62.9,70,80,62.9,70,62.2,77.7,0.012,100,4.17,rain,0,0,18.3,15,186.9,1010.6,78.8,9.9,112.3,9.7,9,10,2023-10-10T07:29:26,2023-10-10T19:05:38,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C2969,72254013904,72254413958"
"30.183, -97.68",2023-10-11,71.9,65.9,68.6,71.9,65.9,68.6,64.6,87.5,0,0,0,rain,0,0,15,13.9,139.8,1006.3,90,9.9,33.1,2.8,2,10,2023-10-11T07:30:04,2023-10-11T19:04:29,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-12,84.8,62.9,72.2,87.5,62.9,72.9,66,82.7,0,0,0,rain,0,0,21.9,17.2,170.8,1004.5,74.6,7.5,108.8,9.4,6,10,2023-10-12T07:30:42,2023-10-12T19:03:21,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-13,92,71.9,78.4,98,71.9,79.7,65.6,69.3,0,0,0,rain,0,0,20.8,17.2,38.3,1009,82.5,9.3,132.2,11.5,8,30,2023-10-13T07:31:20,2023-10-13T19:02:13,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-14,78.2,52.1,66.8,78.2,52.1,66.8,42.2,43,0,0,0,,0,0,24.2,19.7,2.2,1019.4,37.9,9.9,176.3,15.4,7,10,2023-10-14T07:31:59,2023-10-14T19:01:06,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-15,74.9,53.9,63.2,74.9,53.9,63.2,41.7,47,0,0,0,,0,0,35.6,26.4,353.8,1022.9,20,9.9,212.9,18.3,8,10,2023-10-15T07:32:38,2023-10-15T19:00:00,0.03,Clear,Partly cloudy throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-10-16,74.9,47.9,60.6,74.9,44.2,60.4,41.9,53.5,0,0,0,,0,0,31.1,19.7,5.7,1024.5,0,9.9,212.5,18.4,8,10,2023-10-16T07:33:17,2023-10-16T18:58:54,0.07,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-10-17,78.2,38.9,58.1,78.2,38.9,57.9,41,58.7,0,0,0,,0,0,9.2,9.2,172.7,1020.7,0,9.9,211.4,18.2,8,10,2023-10-17T07:33:57,2023-10-17T18:57:49,0.1,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-10-18,83,44.9,64.1,81.4,44.9,63.7,47.8,60.9,0,0,0,,0,0,29.8,20.8,180.6,1015.2,3.8,9.9,208.3,18.1,8,10,2023-10-18T07:34:37,2023-10-18T18:56:45,0.14,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-10-19,88.1,53.9,68.4,85.4,53.9,67.7,51,61.8,0,0,0,,0,0,19.5,15,331.5,1015,7.5,9.9,204.8,17.7,7,10,2023-10-19T07:35:18,2023-10-19T18:55:42,0.18,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-10-20,97.1,50.1,72.4,92.9,50.1,71.1,45.7,46.2,0,0,0,,0,0,13.9,9.2,290.5,1013.3,17.1,9.9,197.3,17.1,8,10,2023-10-20T07:35:59,2023-10-20T18:54:39,0.21,Clear,Clear conditions throughout the day.,clear-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-10-21,93.8,53,74.1,90.7,53,73.2,51.6,51.3,0,0,0,,0,0,13.9,12.8,185.3,1011.6,64.2,9.9,179.4,15.5,7,10,2023-10-21T07:36:40,2023-10-21T18:53:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-10-22,88.1,62,75.4,88.9,62,75.9,65.3,74.1,0,0,0,rain,0,0,21.9,15,158.5,1011.9,67.5,8.8,177,15.2,7,10,2023-10-22T07:37:22,2023-10-22T18:52:37,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-10-23,82.1,70.1,74.5,85.6,70.1,74.8,71.2,90.1,0.862,100,29.17,rain,0,0,24.2,16.1,143.8,1012,87.9,9.2,94.8,8.2,8,10,2023-10-23T07:38:05,2023-10-23T18:51:38,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C2969,72254013904"
"30.183, -97.68",2023-10-24,80.9,73.1,76.2,85.7,73.1,76.6,72.2,87.6,0.46,100,12.5,rain,0,0,31.1,20.8,150.1,1011.9,92.9,9.4,52.8,4.4,3,10,2023-10-24T07:38:47,2023-10-24T18:50:39,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-10-25,84.8,74,78.4,90.6,74,80.3,72.5,82.5,0,0,0,rain,0,0,32.2,20.8,149.1,1012.7,90.4,8.8,67.6,5.8,3,30,2023-10-25T07:39:31,2023-10-25T18:49:42,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-10-26,79.1,69.2,76,79.1,69.2,76,73.6,92.4,2.499,100,16.67,rain,0,0,29.8,16.1,162,1013.1,84.6,8.3,73.3,6.2,8,30,2023-10-26T07:40:14,2023-10-26T18:48:45,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-10-27,87.2,74,79,94.8,74,81.2,74.5,87.1,0.039,100,4.17,rain,0,0,32.2,11.4,159.4,1015.7,90.8,8.9,162.8,14.2,8,30,2023-10-27T07:40:58,2023-10-27T18:47:50,0.46,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-10-28,88.1,74,79.3,94,74,81.3,73.5,83.9,0.071,100,4.17,rain,0,0,18.3,17.2,156.7,1014.6,78.8,9.4,139.7,12.1,8,30,2023-10-28T07:41:42,2023-10-28T18:46:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-10-29,75.8,44,63.2,75.8,35.8,62,60.6,91.2,0.079,100,20.83,rain,0,0,36.7,23,5.8,1016.2,95.8,9.3,49.3,4.2,3,10,2023-10-29T07:42:27,2023-10-29T18:46:02,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-10-30,48.8,41.1,44.4,44.1,32,36.7,36.8,76,0.237,100,29.17,rain,0,0,39.1,24.2,351.3,1026.1,99.6,9.4,46.3,4.1,3,10,2023-10-30T07:43:13,2023-10-30T18:45:10,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"C2969,72254013904"
"30.183, -97.68",2023-10-31,60.2,39.8,49.9,60.2,39.7,47,31.2,50.9,0,0,0,,0,0,29.8,19.7,1.8,1028.8,52.5,9.9,167.3,14.5,7,10,2023-10-31T07:43:58,2023-10-31T18:44:19,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-11-01,59.1,37.1,46.2,59.1,30.5,44,32.8,63.5,0,0,0,,0,0,16.1,10.3,19.9,1030.6,0,9.9,201,17.6,7,10,2023-11-01T07:44:44,2023-11-01T18:43:30,0.62,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-11-02,65.9,32.1,47.9,65.9,32.1,47.8,36.2,69.8,0,0,0,,0,0,12.8,11.4,160.3,1026.8,20.4,9.9,154.3,13.1,7,10,2023-11-02T07:45:31,2023-11-02T18:42:41,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-11-03,75.8,44.9,60.3,75.8,44.9,60.3,52,76,0,0,0,,0,0,18.3,15,174.5,1022.8,61.7,9.8,178.1,15.5,8,10,2023-11-03T07:46:17,2023-11-03T18:41:54,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
